disease_name,symptoms,Description,precautions,tablets,message_hinglish
Chronic cholestasis,itching vomiting yellowish skin nausea abdominal pain yellowing of eyes,"Chronic cholestatic diseases, whether occurring in infancy, childhood or adulthood, are characterized by defective bile acid transport from the liver to the intestine, which is caused by primary damage to the biliary epithelium in most cases","cold baths, anti itch medicine, consult doctor, eat healthy",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Chronic cholestasis ho sakta hai.
Chronic cholestasis,itching vomiting yellowish skin nausea loss of appetite yellowing of eyes,"Chronic cholestatic diseases, whether occurring in infancy, childhood or adulthood, are characterized by defective bile acid transport from the liver to the intestine, which is caused by primary damage to the biliary epithelium in most cases","cold baths, anti itch medicine, consult doctor, eat healthy",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Chronic cholestasis ho sakta hai.
Chronic cholestasis,itching vomiting yellowish skin nausea loss of appetite abdominal pain,"Chronic cholestatic diseases, whether occurring in infancy, childhood or adulthood, are characterized by defective bile acid transport from the liver to the intestine, which is caused by primary damage to the biliary epithelium in most cases","cold baths, anti itch medicine, consult doctor, eat healthy",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Chronic cholestasis ho sakta hai.
Chronic cholestasis,itching vomiting yellowish skin nausea loss of appetite abdominal pain yellowing of eyes,"Chronic cholestatic diseases, whether occurring in infancy, childhood or adulthood, are characterized by defective bile acid transport from the liver to the intestine, which is caused by primary damage to the biliary epithelium in most cases","cold baths, anti itch medicine, consult doctor, eat healthy",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Chronic cholestasis ho sakta hai.
Chronic cholestasis,itching vomiting yellowish skin nausea loss of appetite abdominal pain yellowing of eyes,"Chronic cholestatic diseases, whether occurring in infancy, childhood or adulthood, are characterized by defective bile acid transport from the liver to the intestine, which is caused by primary damage to the biliary epithelium in most cases","cold baths, anti itch medicine, consult doctor, eat healthy",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Chronic cholestasis ho sakta hai.
Drug Reaction,itching skin rash stomach pain burning micturition spotting  urination,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.,"stop irritation, consult nearest hospital, stop taking drug, follow up",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Drug Reaction ho sakta hai.
Drug Reaction,itching stomach pain burning micturition spotting  urination,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.,"stop irritation, consult nearest hospital, stop taking drug, follow up",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Drug Reaction ho sakta hai.
Drug Reaction,itching skin rash burning micturition spotting  urination,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.,"stop irritation, consult nearest hospital, stop taking drug, follow up",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Drug Reaction ho sakta hai.
Drug Reaction,itching skin rash stomach pain spotting  urination,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.,"stop irritation, consult nearest hospital, stop taking drug, follow up",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Drug Reaction ho sakta hai.
Drug Reaction,itching skin rash stomach pain burning micturition,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.,"stop irritation, consult nearest hospital, stop taking drug, follow up",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Drug Reaction ho sakta hai.
Drug Reaction,skin rash stomach pain burning micturition spotting  urination,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.,"stop irritation, consult nearest hospital, stop taking drug, follow up",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Drug Reaction ho sakta hai.
Drug Reaction,itching stomach pain burning micturition spotting  urination,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.,"stop irritation, consult nearest hospital, stop taking drug, follow up",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Drug Reaction ho sakta hai.
Drug Reaction,itching skin rash burning micturition spotting  urination,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.,"stop irritation, consult nearest hospital, stop taking drug, follow up",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Drug Reaction ho sakta hai.
Drug Reaction,itching skin rash stomach pain spotting  urination,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.,"stop irritation, consult nearest hospital, stop taking drug, follow up",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Drug Reaction ho sakta hai.
Drug Reaction,itching skin rash stomach pain burning micturition,An adverse drug reaction (ADR) is an injury caused by taking medication. ADRs may occur following a single dose or prolonged administration of a drug or result from the combination of two or more drugs.,"stop irritation, consult nearest hospital, stop taking drug, follow up",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Drug Reaction ho sakta hai.
Peptic ulcer diseae,vomiting loss of appetite abdominal pain passage of gases internal itching,"Peptic ulcer disease (PUD) is a break in the inner lining of the stomach, the first part of the small intestine, or sometimes the lower esophagus. An ulcer in the stomach is called a gastric ulcer, while one in the first part of the intestines is a duodenal ulcer.","avoid fatty spicy food, consume probiotic food, eliminate milk, limit alcohol",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Peptic ulcer diseae ho sakta hai.
Peptic ulcer diseae,vomiting indigestion abdominal pain passage of gases internal itching,"Peptic ulcer disease (PUD) is a break in the inner lining of the stomach, the first part of the small intestine, or sometimes the lower esophagus. An ulcer in the stomach is called a gastric ulcer, while one in the first part of the intestines is a duodenal ulcer.","avoid fatty spicy food, consume probiotic food, eliminate milk, limit alcohol",Consult a doctor for specific dosage,Aapke lakshano se lagta hai ki aapko Peptic ulcer diseae ho sakta hai.
